Purchased_equipment_id,Equipment_type,Amount_of_equipment,Order_time,Place_id,Class_id
738,7866,970782,176 days,48201,53667
739,16161,995151,157 years,73603,17973
740,89135,802417,101 days,58306,35231
741,49076,210030,18 years,99468,92924
742,94147,941348,286 weeks,60953,71720
743,24282,735950,193 hours,4683,4935
744,81820,715213,225 hours,50649,65081
745,11667,650566,178 weeks,84110,27770
746,33295,289141,64 weeks,64914,54564
747,70138,601191,85 days,39368,56989
748,9132,546835,137 mons,30044,54580
749,52460,961979,43 minutes,47261,29077
750,85116,344837,266 days,89012,36242
751,92095,187265,103 mons,93311,52982
752,55501,722539,113 weeks,60726,9860
753,72173,397420,60 minutes,19443,96564
754,5225,919489,19 minutes,31039,37696
755,27293,989150,62 mons,61547,72208
756,48549,999497,167 hours,39150,5345
757,68163,285907,262 years,66695,3632
758,18579,249337,289 years,12654,77750
759,9823,89767,231 mons,51653,77313
760,16756,156818,247 mons,91451,17275
761,66096,931805,77 days,5987,60077
762,66216,888196,227 mons,58916,35236
763,71262,685930,43 years,27155,83857
764,95518,513428,126 minutes,41424,18618
765,21558,973128,206 weeks,89884,31040
766,90371,369146,87 years,3762,42340
767,82128,623736,237 hours,25752,38830
768,63006,180445,239 days,35229,63604
769,86832,917681,187 weeks,45480,41024
770,46325,591021,159 weeks,48754,80503
771,37332,715817,270 mons,4090,72041
772,37378,199237,87 minutes,99876,88539
773,91064,405155,110 years,39988,21204
774,7301,613952,12 minutes,45317,6075
775,20323,268952,149 hours,50617,50089
776,78582,784689,82 years,53284,44537
777,51734,675761,153 minutes,9149,99377
778,54377,989508,229 mons,4502,95625
779,99918,202050,290 weeks,80245,89905
780,47712,330903,162 weeks,96884,39054
781,73941,162146,299 weeks,50563,30874
782,6368,128401,236 years,60058,65586
783,94860,862071,2 years,18550,70211
784,31200,891223,190 hours,24636,48421
785,80372,991169,159 days,33496,76900
786,43795,58379,150 weeks,9521,5214
787,28550,905529,219 hours,97744,61774
788,34248,930258,260 hours,98054,41785
789,23669,85788,11 weeks,321,83293
790,72103,238609,178 minutes,73193,11562
791,18407,594926,24 weeks,44102,35319
792,69203,17591,172 minutes,26002,11624
793,67065,800751,138 years,89015,65320
794,50639,155036,263 years,58307,70922
795,53736,176154,236 hours,76038,3378
796,82754,68416,26 weeks,90243,75171
797,26934,70416,226 minutes,16965,24824
798,2630,678041,177 minutes,87677,8462
799,30202,469757,250 minutes,58400,89401
800,65690,875043,208 years,7722,51617
801,55771,356568,288 years,33699,79682
802,94789,148101,240 days,99677,85865
803,27529,701949,286 hours,80888,40143
804,10364,756133,68 days,38087,28764
805,7248,506444,129 hours,69448,47014
806,65690,694305,171 weeks,75720,25676
807,6904,108526,61 hours,15147,80825
808,37217,671406,63 years,57957,6129
809,22343,736051,133 weeks,91807,20009
810,98794,218065,188 years,66750,1528
811,38893,619594,144 hours,28666,23970
812,99198,158257,119 weeks,1414,35375
813,72024,473328,98 mons,97714,89963
814,38993,443311,83 minutes,52570,62512
815,54379,45998,273 days,98678,28905
816,78785,515231,239 years,54188,98934
817,75258,567281,111 minutes,64868,63182
818,53270,579809,171 years,49597,83374
819,27793,483351,101 hours,58449,16089
820,26220,889719,287 days,74496,90599
821,89878,845074,54 years,90209,64028
822,15654,656314,233 hours,10627,85510
823,54851,642067,276 years,1727,66273
824,46345,395121,31 minutes,86279,57371
825,97159,481305,142 minutes,59688,49473
826,44178,674537,247 weeks,81840,59600
827,93651,672905,121 hours,77663,87397
828,59888,66769,52 minutes,73100,62649
829,73334,795521,71 minutes,6333,55547
830,89578,653664,277 days,53082,87806
831,26887,604859,238 mons,46334,75963
832,52280,621123,97 mons,40390,47668
833,36148,229603,136 weeks,98457,3761
834,26894,40696,139 days,51147,95578
835,36932,569655,64 mons,37870,94007
836,76105,628600,157 days,10127,34970
837,30095,23546,135 years,47508,58385
838,28717,418550,198 days,69222,12829
839,48962,345909,151 hours,24035,10036
840,33158,295745,148 weeks,26949,61543
841,42580,736455,25 hours,19764,77023
842,58983,87569,177 years,88000,35792
843,89574,869889,206 hours,2869,54301
844,16565,215874,286 days,28087,75370
845,43355,22804,283 days,64688,46186
846,32061,336780,211 minutes,39807,10968
847,76145,835136,51 mons,51102,97054
848,82215,463397,109 hours,98112,75540
849,46119,165545,265 years,71323,70022
850,59315,455629,272 hours,41717,49439
851,15543,459804,209 hours,87624,44445
852,27901,916674,115 weeks,21904,9286
853,84971,407350,218 minutes,38268,85110
854,97682,342930,88 years,75381,10874
855,7455,538700,40 hours,90239,11101
856,29714,799928,218 mons,94943,4465
857,99887,734854,220 weeks,87007,48341
858,60134,30987,216 years,67380,12021
859,45399,69396,49 hours,6231,9700
860,20090,707794,182 days,90738,83888
861,79464,235406,264 mons,19550,72183
862,69634,53754,198 weeks,86557,83023
863,22762,753481,124 weeks,99574,44321
864,41838,806957,87 days,90248,17013
865,44052,817971,231 mons,96767,88282
866,11413,734852,206 mons,474,33820
867,95823,112402,112 days,13962,75088
868,34003,726601,179 weeks,37846,51933
869,40326,875290,225 days,58941,89456
870,3324,390225,122 minutes,42428,93150
871,7871,759278,58 years,24909,9965
872,78400,887431,130 years,1755,58712
873,78113,172218,225 days,70803,63478
874,40052,314424,224 weeks,56364,13570
875,11003,765096,250 years,39180,91844
876,73704,383390,221 years,44234,34999
877,24993,382542,289 years,39753,71733
878,37623,672673,93 hours,30842,75830
879,84199,588595,300 hours,39780,92445
880,60562,612629,4 minutes,80585,57842
881,63092,866110,160 minutes,22485,2457
882,42154,58442,26 minutes,93045,51008
883,37930,27843,110 minutes,572,44991
884,88985,416528,77 mons,59737,71331
885,88704,442915,231 days,34704,671
886,96359,119116,251 weeks,20734,38032
887,32654,910570,154 days,10943,8658
888,25450,40382,112 days,61895,23282
889,12352,12254,113 days,88965,97885
890,60043,497309,46 days,45401,4449
891,52204,416223,300 days,52543,26080
892,64464,276676,293 weeks,3480,31924
893,20874,716248,29 weeks,73536,85371
894,36108,135274,75 minutes,40803,67517
895,42642,680359,202 years,60819,9477
896,2345,927248,145 mons,5748,44318
897,12563,494044,24 days,45384,61220
898,31451,606599,251 minutes,96174,86069
899,68584,548442,109 mons,28119,47985
900,46963,954442,228 days,42346,74755
901,97041,239595,241 mons,39580,82231
902,88805,498621,115 weeks,98476,81740
903,79907,979894,9 mons,74336,23474
904,20660,306295,104 minutes,71275,33535
905,37816,391252,167 minutes,79973,47957
906,15731,515607,230 hours,38352,96024
907,2056,843744,299 weeks,88515,78675
908,91704,133256,250 mons,22934,52284
909,37976,432247,147 weeks,55933,26083
910,73883,856296,103 days,52925,64014
911,635,445541,70 days,31740,38347
912,98179,776002,292 days,21182,44272
913,33347,854350,198 years,4627,53368
914,46836,628411,282 minutes,9110,77968
915,81316,935713,5 minutes,1590,62706
916,27761,98873,89 hours,32572,82184
917,78094,333191,206 mons,48673,58410
918,50059,800720,82 hours,58039,9109
919,39180,105158,262 days,78846,82506
920,10239,565210,28 minutes,69197,98465
921,42815,143034,77 years,46820,5133
922,19245,77986,75 weeks,81502,61930
923,45221,677532,43 mons,58012,66073
924,16138,620185,233 days,5707,27266
925,20619,134395,158 years,17224,25747
926,46574,399310,149 days,43501,26617
927,16657,559921,293 mons,6312,63103
928,63646,384937,150 minutes,79147,92816
929,63236,297418,46 mons,96721,12603
930,1991,213554,2 years,62259,7705
931,81938,52421,179 days,40023,98242
932,74202,234923,134 days,24307,43645
933,70561,669081,297 years,616,94802
934,15368,25719,289 weeks,66831,16028
935,67530,71154,154 years,20052,2165
936,97875,135009,227 years,60040,93143
937,66645,876919,270 hours,39382,6341
938,33472,223140,28 hours,19153,77799
939,48722,438526,293 mons,93373,4659
940,82430,873889,294 weeks,94810,80782
941,76067,179124,137 weeks,56682,20367
942,33628,100981,37 minutes,994,61293
943,64484,743644,65 years,99141,80020
944,92993,758623,225 weeks,71372,56348
945,46839,852928,67 minutes,55069,49046
946,36800,906739,13 years,26056,14259
947,74395,13246,26 weeks,80446,35056
948,11390,362561,164 mons,36090,25966
949,81968,662970,66 years,17490,69249
950,14381,387409,72 mons,56282,87323
951,54051,585893,139 days,536,57196
952,40223,840417,96 years,4599,39502
953,83615,401990,178 years,1129,37531
954,20664,513198,38 years,54809,12354
955,96466,470010,289 mons,33313,46080
956,91836,361811,156 mons,50151,47033
957,99982,840946,245 years,69579,778
958,6052,262920,204 hours,12588,57041
959,89693,116948,131 minutes,62976,99233
960,12500,1487,138 days,42616,21424
961,32400,306107,27 minutes,24961,40943
962,33188,38005,259 minutes,87873,51836
963,12482,504556,19 years,20666,57006
964,28008,289206,146 years,20505,58909
965,40000,269448,1 years,18251,39163
966,87127,487337,108 minutes,85584,57164
967,96648,821476,10 hours,65002,91180
968,5534,875171,159 years,10589,37693
969,84014,309082,136 days,53052,65183
970,20073,908205,26 weeks,49284,64754
971,72734,982008,88 days,19263,38272
972,80486,205444,198 minutes,43676,37574
973,47623,955169,73 minutes,62978,59135
974,41802,241103,217 years,84775,45698
975,86135,248999,278 minutes,71523,25674
976,18533,263589,79 years,63666,23660
977,55260,155890,51 weeks,18979,76507
978,15750,829938,45 minutes,16604,81520
979,21171,45372,260 mons,20443,32139
980,55925,387895,237 hours,80026,53380
981,65026,490007,136 minutes,85409,89940
982,94275,416009,206 days,88970,89767
983,23260,164709,137 hours,175,70767
984,1611,357822,25 hours,10101,2340
985,85837,851127,264 mons,2428,62932
986,28348,117409,149 days,99788,41127
987,70925,740676,23 weeks,60305,25250
988,50206,756467,264 minutes,41385,52210
989,62159,595835,89 days,56232,26719
990,14229,475633,80 hours,21591,17751
991,41135,944984,61 minutes,48375,49504
992,69498,256763,284 years,35908,7752
993,58859,533552,285 mons,14967,59017
994,67125,942961,47 days,36605,5667
995,28829,260364,131 minutes,23621,17079
996,35603,147103,76 minutes,93859,93188
997,27568,873764,236 minutes,11093,98023
998,64276,346057,231 mons,89021,18686
999,49032,53139,207 days,35870,20247
1000,96986,780488,208 minutes,34140,17514
1001,49016,566200,211 minutes,66167,95728
1002,80258,244111,256 minutes,46924,34772
1003,99007,267555,219 days,16358,42020
1004,56236,728241,81 weeks,19581,66985
1005,5917,219281,90 mons,12024,13586
1006,27551,4665,231 mons,66696,4582
1007,74160,871942,28 weeks,69173,76812
1008,48618,94766,106 days,16855,88204
1009,32078,86732,148 years,29965,5502
1010,1605,261603,16 days,92932,62828
1011,88370,803605,52 days,25018,70905
1012,75901,983104,26 minutes,38487,709
1013,26380,550372,42 minutes,37720,46817
1014,89581,996532,36 days,24266,39943
1015,33711,544421,145 days,85800,93133
1016,62240,600302,267 hours,73815,48086
1017,49703,634649,103 hours,17220,36657
1018,29022,14586,38 days,42513,33827
1019,576,436278,282 minutes,75635,79506
1020,29817,752880,175 hours,57394,65907
1021,55845,965063,277 years,88299,9697
1022,82054,77541,85 weeks,95592,23746
1023,83198,701550,186 hours,86933,17469
1024,15022,244084,120 hours,81320,84253
1025,27034,18740,260 hours,52392,27363
1026,69064,112953,7 weeks,36976,19058
1027,20438,927420,42 hours,90603,6541
1028,49192,115611,290 mons,15324,86817
1029,24739,102207,133 years,80115,75590
1030,36510,531735,286 days,65148,92007
1031,59226,885705,152 mons,34320,23925
1032,3744,686616,298 years,73164,84646
1033,8963,699875,14 days,27357,16475
1034,73820,147540,213 mons,20256,73322
1035,63240,215133,113 weeks,36502,29737
1036,52941,511729,216 years,92142,50898
1037,60488,478809,263 weeks,42385,50745
1038,17142,682368,3 minutes,5586,20159
1039,2996,809099,5 years,77714,65479
1040,54520,135568,267 days,93816,3046
1041,98181,449697,253 days,10058,30567
1042,45325,933333,224 minutes,81172,35598
1043,28211,372258,158 hours,6464,1248
1044,34296,10501,125 weeks,90174,21706
1045,73655,366470,46 minutes,92190,29840
1046,69180,327062,72 minutes,24703,4178
1047,34742,107621,129 days,53474,36691
1048,90366,217713,284 minutes,66385,29018
1049,85509,405439,167 minutes,10016,53189
1050,68936,857275,288 years,94897,54836
1051,48710,282313,112 years,98077,60142
1052,92441,857067,291 hours,98416,64138
1053,82141,907828,145 years,7118,47876
1054,10026,336924,214 hours,51605,3145
1055,86731,660182,147 mons,90321,89701
1056,24467,884874,250 minutes,42077,598
1057,40206,133746,39 minutes,48880,63327
1058,11002,303871,272 hours,61711,5947
1059,27136,608659,73 minutes,37791,16822
1060,51823,799244,108 weeks,84058,5521
1061,22827,479552,181 minutes,58831,58545
1062,52872,620671,279 years,87356,70959
1063,71477,999458,123 hours,55417,5032
1064,28429,430921,65 hours,13803,41934
1065,53863,389552,4 weeks,11159,76612
1066,11827,799257,116 weeks,11992,66574
1067,27685,161875,215 hours,67145,8656
1068,20629,696600,46 years,82701,89432
1069,88820,261213,113 mons,84030,58836
1070,11661,668501,147 years,60758,50688
1071,7255,979555,133 hours,62754,42947
1072,29284,928401,164 mons,63646,74197
1073,71456,470300,139 hours,21842,58153
1074,79006,645671,207 days,80471,49621
1075,57298,233877,269 weeks,51246,30961
1076,76292,172328,188 days,42391,64682
1077,21273,759274,120 years,32312,32370
1078,84058,592128,98 years,89870,42322
1079,71511,780475,46 hours,15718,71115
1080,49273,40606,296 weeks,91765,26380
1081,98410,892848,173 years,71183,96131
1082,60648,787274,18 minutes,78825,81193
1083,34311,228662,2 hours,50134,28396
1084,67139,626741,238 weeks,77038,13683
1085,48694,773275,271 days,27390,32428
1086,32813,556112,132 hours,69068,78476
1087,89111,491122,164 hours,20513,10242
1088,95622,389999,3 hours,75101,56719
1089,52648,939469,225 hours,62069,71879
1090,61534,740343,47 minutes,87588,31874
1091,85246,80433,192 weeks,52616,89472
1092,49767,216059,55 days,15397,18527
1093,4296,17205,258 years,42364,37969
1094,55585,464439,85 mons,73110,72552
1095,46933,105233,22 hours,86043,62149
1096,21457,908521,167 days,87153,81003
1097,42417,256167,109 hours,10270,68618
1098,68479,406144,131 hours,83073,50355
1099,49902,867576,155 weeks,16273,36941
1100,10429,235689,244 weeks,58422,64210
1101,49596,438262,56 hours,8706,97365
1102,91425,138812,104 mons,77350,29859
1103,48842,344065,158 hours,44285,23992
1104,22255,986122,265 weeks,23547,94768
1105,53068,728719,129 minutes,10712,70409
1106,52352,220370,202 weeks,88793,88031
1107,52607,249615,80 minutes,2921,48149
1108,85233,624189,16 years,88873,69815
1109,83025,461077,174 hours,38970,21618
1110,45440,573482,73 weeks,344,55212
1111,73643,806562,145 years,34994,26908
1112,94349,217367,246 hours,83973,36491
1113,13330,459304,171 mons,80679,30123
1114,88277,482936,34 minutes,56662,13331
1115,43377,729002,120 years,84676,72557
1116,36856,317726,214 weeks,25681,57325
1117,40010,83429,278 mons,48225,92911
1118,74979,628357,69 weeks,80633,67613
1119,1383,355755,78 years,86810,70209
1120,42279,447337,97 years,99036,38932
1121,49804,857273,230 minutes,52820,48667
1122,82241,129605,20 years,32101,59473
1123,46464,733879,122 hours,11175,17518
1124,58866,253933,204 years,52604,84964
1125,67816,277830,65 mons,74117,48221
1126,1353,504302,7 years,5742,87552
1127,40600,316203,54 hours,34594,41224
1128,91141,453042,73 hours,16160,63439
1129,60475,618101,25 years,89315,34294
1130,84260,730829,126 weeks,66074,79438
1131,66341,587972,298 days,70192,9562
1132,98077,531122,248 mons,76609,60785
1133,41862,200522,153 years,13453,68118
1134,45262,361924,208 hours,78018,18504
1135,43421,190915,117 days,12452,29714
1136,26588,196138,234 hours,27320,11454
1137,37218,897356,19 years,42367,17753
1138,72749,159336,189 hours,63953,12
1139,28602,945280,207 mons,45230,12223
1140,91675,274481,188 hours,35760,52589
1141,16994,379702,102 years,54671,4193
1142,95629,393526,157 years,48441,28168
1143,47955,388487,64 weeks,4672,54861
1144,87851,510398,4 days,66498,66977
1145,24879,346114,274 years,90818,61113
1146,60992,152949,249 minutes,84051,24782
1147,97235,104935,180 hours,93188,36355
1148,2131,799485,277 weeks,51822,56771
1149,25380,303022,240 years,21634,76242
1150,61425,875857,171 years,2632,69203
1151,25382,6811,21 mons,78120,45513
1152,1518,517004,128 years,35989,1366
1153,33277,756871,295 minutes,40343,8041
1154,64169,918872,67 hours,22533,21043
1155,71171,857095,56 mons,70829,32218
1156,61633,561352,112 days,41720,6086
1157,89661,147708,15 years,79590,49045
1158,50729,573099,41 weeks,30729,15786
1159,98369,447336,184 years,62954,54108
1160,99893,172792,207 years,78081,67035
1161,67431,108612,61 weeks,34647,26505
1162,7030,947818,238 minutes,59377,8422
1163,87457,269322,88 days,52419,15080
1164,58326,319420,277 minutes,74681,11011
1165,98911,126035,5 years,97101,73662
1166,93670,469154,24 minutes,68331,16171
1167,7414,962396,280 weeks,61271,69283
1168,76178,886759,134 days,91132,25055
1169,76519,362090,174 hours,29858,46425
1170,42136,555923,74 days,9658,75388
1171,20082,937361,267 mons,76209,64399
1172,92341,843586,29 hours,42776,31305
1173,22191,400328,14 hours,78882,89789
1174,99762,402103,234 days,58446,76974
