Available_equipment_id,Equipment_type,Amount_of_equipment,Place_id
1260,95147,361355,90672
1261,34324,943533,34961
1262,5606,307951,49239
1263,83829,417607,45841
1264,68154,861148,42973
1265,37030,545004,31101
1266,38521,755180,4746
1267,73966,570742,47142
1268,81285,170112,96631
1269,24477,306118,19096
1270,78451,327939,70233
1271,27187,763006,14364
1272,43948,967741,24542
1273,28300,93588,97762
1274,32653,79882,42703
1275,59960,577711,56298
1276,12048,232469,71654
1277,85607,164594,59720
1278,68798,778558,83023
1279,53132,776130,18668
1280,10951,156267,41716
1281,65478,420799,74050
1282,14068,23685,73021
1283,77069,719088,46386
1284,95204,479604,4672
1285,72188,433214,66899
1286,6710,308548,8297
1287,24643,438415,846
1288,62557,159395,93697
1289,71165,489355,5618
1290,66441,856335,81638
1291,60870,701868,78821
1292,29341,964954,45682
1293,80075,910908,89441
1294,2777,269251,75329
1295,48192,653627,63195
1296,63452,931730,84972
1297,24731,722168,33603
1298,88090,938194,85759
1299,42622,28617,81890
1300,17382,271520,80117
1301,12628,55595,54490
1302,51391,855870,91666
1303,10232,337608,18222
1304,95618,55688,62717
1305,2473,4303,59076
1306,49997,491818,22523
1307,18397,699114,20847
1308,8703,33981,26981
1309,35333,536278,62314
1310,52070,426257,87845
1311,71711,616576,56602
1312,93163,191424,1848
1313,60764,338819,33683
1314,86860,987841,82664
1315,49546,701452,68510
1316,77016,39146,64379
1317,15577,242923,77419
1318,42155,733957,93607
1319,66516,657483,55207
1320,64833,111171,84931
1321,78875,175274,92931
1322,632,744972,50989
1323,54927,273802,29905
1324,1372,144272,80341
1325,30875,450315,65196
1326,3954,733507,33361
1327,82420,863376,71075
1328,24520,366176,16673
1329,20237,183786,99126
1330,68219,836219,34209
1331,43043,896073,1480
1332,64777,60,93745
1333,83650,148349,3404
1334,66601,365852,77824
1335,59574,324675,50241
1336,95600,627264,54721
1337,20176,159764,10622
1338,63894,987885,39343
1339,15849,743139,74734
1340,77363,369803,10891
1341,44647,680333,85132
1342,10973,85916,98451
1343,77666,323563,72848
1344,53197,181637,23919
1345,20847,23733,72395
1346,64904,717617,6456
1347,9116,159517,7813
1348,34079,475971,9978
1349,42359,812664,68136
1350,79700,18606,52927
1351,66705,275510,89346
1352,34835,257429,31673
1353,26090,351973,87363
1354,74919,241270,99461
1355,63692,791708,31078
1356,32740,754344,41251
1357,21016,455050,83372
1358,51161,282121,67735
1359,66783,76123,63006
1360,46053,864656,37469
1361,8100,598119,96000
1362,55882,706809,45068
1363,28532,463578,83545
1364,50796,453582,15218
1365,94780,266449,48476
1366,27531,607405,89017
1367,45608,778324,10433
1368,95941,625718,59111
1369,41599,855110,84181
1370,44587,942938,90115
1371,95978,630565,4886
1372,53099,481183,1166
1373,54331,30512,43704
1374,2697,275890,40043
1375,8535,583381,8132
1376,59099,441495,52570
1377,95438,655369,86887
1378,22784,368171,99987
1379,64970,835937,62104
1380,22751,538507,66759
1381,18426,722293,15983
1382,56247,671178,71346
1383,92064,462492,92560
1384,67811,427087,78095
1385,41449,33695,60969
1386,73414,961990,15636
1387,28369,46637,67298
1388,81936,520963,963
1389,95244,630025,26104
1390,31384,306835,20203
1391,20452,742700,94831
1392,60918,541610,38333
1393,29290,730072,25587
1394,76566,754114,58987
1395,10675,216644,1142
1396,9869,187614,30201
1397,69290,953540,67715
1398,64181,164791,69230
1399,60424,768455,13599
1400,92542,745345,65254
1401,46992,616440,70943
1402,94121,980669,96689
1403,99215,749049,80346
1404,87358,347834,71928
1405,77141,589187,79013
1406,72596,685414,15857
1407,85846,169682,24438
1408,96223,982458,43513
1409,52637,821889,75884
1410,61402,183225,45230
1411,9302,712800,37517
1412,20822,754435,91178
1413,90832,508725,32987
1414,54554,385224,51568
1415,51533,373608,17243
1416,69789,645374,20778
1417,18908,267754,67549
1418,94108,80601,98759
1419,35278,91721,72157
1420,16452,436847,6756
1421,13874,868124,92096
1422,10762,851406,29547
1423,31432,145653,84128
1424,17001,887222,82779
1425,90918,802415,73158
1426,68013,836783,15402
1427,97948,212551,45366
1428,84167,543771,14711
1429,61090,913105,39745
1430,67042,854680,50936
1431,21262,37791,40872
1432,72131,943861,20840
1433,13671,756811,19648
1434,43766,472828,2
1435,63964,544803,79002
1436,47891,450070,28414
1437,18921,373690,42993
1438,12167,306073,52928
1439,21954,605314,89150
1440,3932,772584,89127
1441,68635,566313,53391
1442,54455,899598,9025
1443,11774,698068,88348
1444,54731,688293,4896
1445,60866,771138,1992
1446,78779,280702,43416
1447,28892,731215,96775
1448,23357,555172,98626
1449,21911,516782,78595
1450,6097,655226,58223
1451,53205,711409,69365
1452,28323,530522,6511
1453,7015,284940,70582
1454,23911,367942,67175
1455,17956,83029,34534
1456,28422,145909,32307
1457,43184,272709,713
1458,33570,713088,11118
1459,86467,59482,21886
1460,55067,435656,65579
1461,18115,573410,23294
1462,56079,307884,84426
1463,33914,493021,40617
1464,45376,612123,14453
1465,95125,443955,30503
1466,22192,425370,73259
1467,58877,162264,10198
1468,7595,87705,16773
1469,27452,723222,11041
1470,43682,192289,56939
1471,99804,163589,59511
1472,19533,95383,23533
1473,49421,751596,70654
1474,61269,813062,26675
1475,76327,669895,72287
1476,60962,475631,12944
1477,67032,246928,41979
1478,81849,260526,36956
1479,63591,578023,54151
1480,7141,852021,68499
1481,87502,356364,55742
1482,79953,925916,56128
1483,93133,289606,60027
1484,38815,621643,96789
1485,26480,560197,16463
1486,46948,468268,67465
1487,24343,884886,252
1488,16238,305529,94109
1489,15121,728972,42125
1490,3527,483005,91007
1491,82447,248425,52924
1492,32801,918457,91766
1493,968,148800,99592
1494,39122,11581,41782
1495,57010,775437,38562
1496,82452,119524,69392
1497,83392,999227,900
1498,49631,508424,54739
1499,21908,822528,89628
1500,89428,403748,27587
1501,42675,728706,21728
1502,26893,388419,23858
1503,54177,734252,12332
1504,74154,777662,18250
1505,18918,468,85069
1506,43767,214203,13879
1507,30264,914970,57994
1508,41547,282293,13995
1509,49451,858127,80679
1510,94711,259854,87253
1511,79993,886715,27627
1512,36072,461382,32609
1513,50300,503366,74846
1514,84479,907587,58337
1515,3444,771412,60791
1516,91731,850214,25840
1517,25028,410907,78848
1518,2403,733638,75631
1519,33123,535893,30532
1520,84175,757295,63053
1521,61666,429141,14204
1522,20790,727495,1868
1523,23614,740472,72092
1524,17381,691855,7990
1525,41814,836680,14546
1526,72304,661075,42992
1527,60850,546694,53448
1528,22760,107993,11329
1529,19795,760477,33631
1530,8258,28720,51835
1531,8445,506156,40515
1532,97227,56397,45425
1533,56061,272600,14297
1534,45341,37256,95490
1535,7133,687615,18526
1536,75616,455212,68379
1537,84651,373070,96388
1538,85347,154196,47141
1539,73053,537416,72186
1540,68183,714282,64118
1541,77433,562043,46954
1542,10238,141340,24866
1543,32136,659080,39967
1544,22514,44546,98501
1545,18486,630737,19588
1546,46633,514062,49408
1547,63550,536855,46519
1548,63806,206929,58284
1549,35368,486569,8712
1550,70773,369093,40529
1551,47991,171265,94973
1552,59425,766050,31040
1553,45270,212428,35780
1554,71544,607696,12923
1555,93133,865113,29963
1556,36242,28431,15255
1557,79903,113791,22197
1558,46297,423256,56205
1559,76014,161877,83515
1560,83010,623790,50788
1561,51250,7630,44185
1562,35255,552152,27627
1563,28332,266280,97473
1564,41308,800886,78087
1565,59960,876750,39903
1566,31327,534174,34189
1567,9359,47304,14530
1568,22927,906427,70547
1569,17707,113143,80259
1570,41982,460391,44869
1571,66378,977681,84846
1572,56338,100144,66027
1573,30456,750516,77154
1574,52323,582068,68315
1575,78091,652971,7449
1576,73843,724899,93971
1577,65568,115589,7685
1578,28272,784946,98814
1579,86775,348378,5931
1580,29505,408534,11699
1581,10453,906322,8026
1582,53810,663634,49132
1583,98982,410252,16834
1584,74209,422303,99640
1585,54860,690445,20326
1586,61353,101701,58876
1587,21709,673331,67594
1588,40347,314335,63193
1589,69017,122035,54427
1590,70059,873031,77708
1591,9290,318398,74201
1592,5371,439801,58367
1593,73984,149570,54764
1594,71010,601122,91663
1595,29456,923093,40604
1596,25590,236759,40918
1597,58568,774580,13119
1598,58934,954155,26485
1599,58940,2046,32966
1600,64417,126813,95943
1601,83741,271747,30640
1602,9226,202772,93701
1603,52944,136585,27428
1604,85777,899973,93887
1605,84846,346862,238
1606,28601,302167,21239
1607,99468,491844,82818
1608,65821,748427,202
1609,15403,28259,35850
1610,87928,571275,85930
1611,18827,595168,81963
1612,52729,57169,98870
1613,46724,728924,53945
1614,89020,87129,26176
1615,45011,115589,3457
1616,94753,145089,18506
1617,65226,852192,76967
1618,38106,845025,21413
1619,41770,671037,61489
1620,52034,790655,37133
1621,29461,704909,52227
1622,28856,308132,91351
1623,14174,777160,41022
1624,80975,291248,98756
1625,64338,565705,52844
1626,20050,959942,66593
1627,86435,210172,91104
1628,29307,74665,33141
1629,70655,650955,3972
1630,64072,658326,31854
1631,21980,95327,37609
1632,42652,60409,11178
1633,95465,191123,81348
1634,23959,460209,72727
1635,80657,948239,93214
1636,71897,302500,10425
1637,1422,479837,13704
1638,71720,890923,15371
1639,69987,477874,41250
1640,68582,292399,42857
1641,18032,292265,85159
1642,90277,535389,66659
1643,31713,962941,77329
1644,22539,578951,34617
1645,66316,962941,98472
1646,84173,716477,32511
1647,15294,614698,52855
1648,18774,17785,7518
1649,72345,471715,93775
1650,51979,845696,55135
1651,99162,860307,59661
1652,61354,586047,98722
1653,99088,466990,50916
1654,8190,264448,29062
1655,12998,833558,62167
1656,79765,763111,92424
1657,33277,340333,65617
1658,98801,264010,26191
1659,59096,460203,45234
1660,46186,539957,78692
1661,4007,938182,90892
1662,65911,891034,53190
1663,10326,494848,59778
1664,32547,229506,19565
1665,7284,644723,2706
1666,90818,468865,71198
1667,23457,793600,45857
1668,55099,992160,11515
1669,97597,143679,65525
1670,33272,703441,84574
1671,43536,445840,18022
1672,98157,249532,266
1673,14403,942346,35808
1674,91501,165248,11980
1675,73318,339716,75294
1676,77795,311649,43631
1677,49055,395166,72031
1678,70471,668871,27283
1679,75605,190118,57543
1680,19522,627875,11079
1681,9306,228598,29580
1682,53876,746432,55273
1683,51970,475178,71070
1684,89407,14940,89141
1685,22817,972439,47325
1686,92617,721835,39663
1687,19189,420009,73534
1688,45307,534545,50780
1689,26646,38708,5013
1690,19002,157445,40829
1691,63382,806955,69729
1692,13650,884755,66873
1693,58921,512014,40959
1694,51263,498893,55680
1695,27653,105136,71550
1696,95223,912129,19233
1697,73468,278441,90795
1698,23696,2568,95816
1699,51722,869503,87170
1700,75722,966401,78281
1701,36685,19248,31683
1702,92636,541922,83089
1703,85248,871992,93626
1704,44245,248650,72504
1705,47072,675454,76531
1706,41001,375721,69260
1707,40731,915923,16904
1708,785,369172,59641
1709,32301,846557,25399
1710,37578,342270,32978
1711,60726,453794,56751
1712,74802,451817,11723
1713,19187,708463,33907
1714,9175,115130,71381
1715,59462,479900,32772
1716,65892,6226,64086
1717,38545,913983,49458
1718,65098,353484,67222
1719,64909,634397,50259
1720,53742,651566,12298
1721,42611,687522,90897
1722,32782,954752,92121
1723,25641,119722,95626
1724,46910,666138,70781
1725,27413,123690,62667
1726,73897,565559,86927
1727,842,12543,68614
1728,535,122634,61337
1729,91346,425865,99792
1730,11591,403500,69083
1731,992,112351,36960
1732,82014,518479,75169
1733,65159,924937,43266
1734,10407,533434,24701
1735,66289,601848,24207
1736,38188,606226,39011
1737,94146,775643,3265
1738,19419,181658,67752
1739,21409,757784,19337
1740,87056,351417,41548
1741,24467,147350,48076
1742,44795,390383,99761
1743,79892,433358,5806
1744,38725,852298,12871
1745,73738,579487,85546
1746,13382,999270,92262
1747,72339,403744,38088
1748,8502,735220,14116
1749,47678,585174,27997
1750,87340,739075,83050
1751,63578,850190,51836
1752,65901,91115,32398
1753,56875,478500,41328
1754,95598,585912,36635
1755,27743,65068,76378
1756,63931,106500,36367
1757,34122,804741,56073
1758,7714,892050,96024
1759,4084,359583,74853
1760,8296,228291,12644
1761,38044,117089,14184
1762,5837,924341,73914
1763,53681,958029,77314
1764,22543,456062,10173
1765,61853,115861,98316
1766,98323,533778,98109
1767,30862,932365,96601
1768,66629,13996,7474
1769,98039,614595,129
1770,21090,491117,32431
1771,42000,899013,31019
1772,95422,358258,48316
1773,78322,908864,40577
1774,56766,574368,64530
1775,54979,281312,77314
1776,80664,121072,9243
1777,29561,847614,1616
1778,87316,813980,79619
1779,72151,734657,70375
1780,60736,188882,15648
1781,35238,2497,40090
1782,54724,347546,1290
1783,76429,930282,71294
1784,57637,363680,46478
1785,81946,26958,48627
1786,33257,923603,70738
1787,97799,728863,29479
1788,38872,811567,22925
1789,95182,586440,71725
1790,12198,577887,45818
1791,19050,677462,7992
1792,58489,465215,50287
1793,48306,201795,79974
1794,61020,670606,85998
1795,80587,134420,11367
1796,24441,46647,95725
1797,23044,62088,20036
1798,11613,883951,28107
1799,54207,200759,38501
1800,73438,723712,79966
1801,1201,179107,40755
1802,99799,944222,55197
1803,45646,99478,65898
1804,56680,746772,50732
1805,63182,34778,31041
1806,54451,118320,43736
1807,88491,373622,51725
1808,71140,454116,10150
1809,14049,941001,51633
1810,28906,245338,6674
1811,53616,102312,50250
1812,73755,424044,64944
1813,2275,299144,64029
1814,15256,404732,27951
1815,93795,660623,99780
1816,3857,685914,97605
1817,95983,472427,40057
1818,8450,889186,97607
1819,54269,657458,83093
1820,18176,806334,77136
1821,21866,281617,30298
1822,64680,839692,89481
1823,94670,368463,69307
1824,71595,315913,10847
1825,27478,455188,38591
1826,39760,36154,41793
1827,39284,936601,61219
1828,21894,153250,93336
1829,88699,87861,40997
1830,67385,835689,27243
1831,32031,386937,50542
1832,5797,316810,19788
1833,63805,274175,40537
1834,18329,477385,14840
1835,67531,915547,64991
1836,20377,124588,79698
1837,15578,451856,85513
1838,40888,742494,31812
1839,19668,844958,99916
1840,43094,169430,31058
1841,72928,614720,79470
1842,95361,594466,66982
1843,9931,570438,25184
1844,57964,758587,75043
1845,84990,427008,39736
1846,20359,360211,75386
1847,58577,117734,6687
1848,59934,46958,59732
1849,56830,749851,33505
1850,74673,923384,97773
1851,93330,710309,24330
1852,477,671386,95016
1853,63350,968438,74350
1854,47930,86914,10507
1855,77255,917054,42510
1856,45680,946508,43194
1857,29731,539711,83572
1858,75250,667132,59026
1859,7847,178396,84692
1860,33574,807542,532
1861,25694,614635,41530
1862,27409,384893,61319
1863,29001,815855,3313
1864,51819,928459,4265
1865,96440,333169,84558
1866,70445,858175,54848
1867,7482,203965,66125
1868,16298,705088,16728
1869,93515,152647,12148
1870,39672,786027,29705
1871,3314,168132,79036
1872,78512,981239,13737
1873,3030,993256,8698
1874,75342,329508,887
1875,85230,472157,16248
1876,20292,952792,55548
1877,56858,409238,11187
1878,43912,677697,69901
1879,92397,361197,20965
1880,20838,617094,46949
1881,69226,330006,98266
1882,9072,234549,96383
1883,37490,231733,97650
1884,44576,954380,77325
1885,99703,781380,89471
1886,14880,162338,11314
1887,77555,129957,92502
1888,52025,947071,65361
1889,7686,731306,31796
1890,25461,870296,15349
1891,44992,850846,55335
1892,72373,11097,39784
1893,96076,253378,96073
1894,66133,803895,20575
1895,63700,865662,2019
1896,33208,714019,21949
1897,88206,819610,96212
1898,36316,642331,87464
1899,56101,572662,16431
1900,3146,567678,79828
1901,32681,103168,14471
1902,8704,39662,44003
1903,8290,232014,99823
1904,13622,561225,40230
1905,12163,454236,84068
1906,13820,321211,19710
1907,99316,418411,69211
1908,64019,462075,61337
1909,23205,469557,63881
1910,67276,529207,61333
1911,75843,271919,9981
1912,20428,565203,20815
1913,42415,471149,35411
1914,43324,354062,95932
1915,71994,981064,18552
1916,5827,607928,94749
1917,43325,258882,25395
1918,33213,850497,67997
1919,82736,733252,11375
1920,90552,876033,36781
1921,13169,845996,41207
1922,22445,444495,25242
1923,96400,772959,28514
1924,35824,217623,99142
1925,5731,516618,75486
1926,39007,176826,12311
1927,37988,46647,57424
1928,10085,142443,67574
1929,96660,734972,35077
1930,93495,748007,81794
1931,18371,825852,14738
1932,73467,271040,54765
1933,13201,469612,82337
1934,23567,157155,28669
1935,30828,541028,99056
1936,11359,645497,53942
1937,33792,298121,61
1938,5303,2486,93343
1939,43832,211448,63817
1940,78549,508724,70401
1941,11508,593180,49593
1942,18460,713564,37707
1943,66685,114704,79919
1944,91745,860596,26852
1945,73909,507612,87310
1946,6119,937783,15745
